"행정구역","2024년12월_계_총인구수","2024년12월_계_연령구간인구수","2024년12월_계_0~9세","2024년12월_계_10~19세","2024년12월_계_20~29세","2024년12월_계_30~39세","2024년12월_계_40~49세","2024년12월_계_50~59세","2024년12월_계_60~69세","2024년12월_계_70~79세","2024년12월_계_80~89세","2024년12월_계_90~99세","2024년12월_계_100세 이상"
"경상북도 문경시 마성면(4728036000)","3,279","3,279","50","85","161","150","213","522","865","634","522","75","2"
"경상북도 문경시 농암면(4728037000)","2,508","2,508","35","78","97","91","164","378","748","497","343","73","4"
"경상북도 문경시 점촌1동(4728057000)","5,330","5,330","266","370","395","440","637","857","1,082","833","389","59","2"
"경상북도 문경시 점촌2동(4728058000)","6,480","6,480","300","550","493","434","764","1,029","1,323","990","524","72","1"
"경상북도 문경시 점촌3동(4728059000)","8,435","8,435","426","763","692","674","1,125","1,394","1,667","1,066","542","82","4"
"경상북도 문경시 점촌4동(4728060000)","2,948","2,948","88","133","148","216","271","492","696","491","357","54","2"
"경상북도 문경시 점촌5동(4728061000)","15,785","15,785","1,202","1,844","1,877","1,615","2,568","2,894","2,115","1,133","471","65","1"
"경상북도 경산시 (4729000000)","266,398","266,398","15,545","22,791","34,957","30,912","38,008","46,807","41,409","22,774","11,533","1,632","30"
"경상북도 경산시 하양읍(4729025000)","32,761","32,761","1,970","3,210","5,645","3,894","4,563","5,382","4,120","2,471","1,328","174","4"
"경상북도 경산시 진량읍(4729025300)","33,318","33,318","1,406","2,797","4,974","3,240","4,554","7,101","5,099","2,545","1,426","174","2"
"경상북도 경산시 압량읍(4729025600)","21,833","21,833","1,954","1,626","2,883","3,829","3,562","2,982","2,756","1,394","734","113","0"
"경상북도 경산시 와촌면(4729031000)","5,216","5,216","97","169","342","299","466","979","1,386","882","509","85","2"
"경상북도 경산시 자인면(4729033000)","5,163","5,163","99","193","338","330","471","877","1,318","957","487","89","4"
"경상북도 경산시 용성면(4729034000)","3,235","3,235","38","96","142","145","216","507","952","691","376","72","0"
"경상북도 경산시 남산면(4729035000)","3,553","3,553","57","150","179","175","286","567","979","663","429","67","1"
"경상북도 경산시 남천면(4729037000)","2,704","2,704","41","88","135","152","205","450","733","571","275","51","3"
"경상북도 경산시 중방동(4729051000)","10,784","10,784","482","655","1,432","1,414","1,227","2,013","2,064","1,030","408","58","1"
"경상북도 경산시 중앙동(4729052000)","5,755","5,755","125","259","738","631","572","1,079","1,246","679","375","51","0"
"경상북도 경산시 남부동(4729053000)","18,445","18,445","1,246","1,987","1,636","1,874","3,175","3,075","2,756","1,742","854","96","4"
"경상북도 경산시 서부1동(4729054100)","30,187","30,187","1,532","3,280","3,125","2,849","4,628","5,628","5,007","2,660","1,301","175","2"
"경상북도 경산시 서부2동(4729054200)","41,316","41,316","3,925","3,580","4,350","5,981","6,470","7,134","5,545","2,851","1,318","160","2"
"경상북도 경산시 북부동(4729055000)","16,212","16,212","688","795","4,334","2,344","1,961","2,354","2,075","1,101","487","71","2"
"경상북도 경산시 동부동(4729056000)","35,916","35,916","1,885","3,906","4,704","3,755","5,652","6,679","5,373","2,537","1,226","196","3"
"경상북도 의성군 (4773000000)","48,690","48,690","1,429","2,066","2,176","2,724","3,879","7,373","12,346","9,037","6,526","1,112","22"
"경상북도 의성군 의성읍(4773025000)","12,296","12,296","553","968","855","997","1,492","1,987","2,478","1,803","1,004","157","2"
"경상북도 의성군 단촌면(4773031000)","1,826","1,826","38","37","56","88","103","249","555","354","308","37","1"
"경상북도 의성군 점곡면(4773032000)","1,506","1,506","27","27","50","60","77","199","433","336","256","41","0"
"경상북도 의성군 옥산면(4773033000)","1,697","1,697","29","32","47","60","94","286","525","356","225","43","0"
"경상북도 의성군 사곡면(4773034000)","1,518","1,518","20","26","48","34","81","234","450","313","250","59","3"
"경상북도 의성군 춘산면(4773035000)","1,482","1,482","39","58","35","64","78","196","488","290","194","39","1"
"경상북도 의성군 가음면(4773036000)","1,428","1,428","24","26","42","53","84","201","453","309","204","31","1"
"경상북도 의성군 금성면(4773037000)","4,068","4,068","104","122","145","190","283","583","1,053","880","598","109","1"
"경상북도 의성군 봉양면(4773038000)","3,832","3,832","116","202","192","235","312","594","932","688","456","103","2"
"경상북도 의성군 비안면(4773039000)","2,539","2,539","65","56","82","114","161","373","693","539","383","72","1"
"경상북도 의성군 구천면(4773040000)","1,682","1,682","42","25","55","71","82","258","479","343","277","50","0"
"경상북도 의성군 단밀면(4773041000)","1,606","1,606","22","51","62","67","93","234","454","302","279","40","2"
"경상북도 의성군 단북면(4773042000)","1,670","1,670","34","40","52","81","109","270","417","328","286","53","0"
"경상북도 의성군 안계면(4773043000)","4,251","4,251","184","234","234","312","423","672","896","709","509","77","1"
"경상북도 의성군 다인면(4773044000)","3,596","3,596","79","86","130","170","204","522","933","746","628","96","2"
"경상북도 의성군 신평면(4773045000)","791","791","12","16","16","23","35","130","220","148","169","21","1"
"경상북도 의성군 안평면(4773046000)","2,048","2,048","26","43","44","70","113","268","653","424","345","60","2"
"경상북도 의성군 안사면(4773047000)","854","854","15","17","31","35","55","117","234","169","155","24","2"
"경상북도 청송군 (4775000000)","23,716","23,716","769","1,028","1,255","1,444","1,946","3,929","5,972","4,095","2,823","449","6"
"경상북도 청송군 청송읍(4775025000)","4,849","4,849","216","302","332","371","514","884","1,055","661","445","68","1"
"경상북도 청송군 주왕산면(4775031500)","1,785","1,785","32","49","68","94","106","310","505","341","242","38","0"
"경상북도 청송군 부남면(4775032000)","2,360","2,360","53","82","91","95","134","362","682","466","331","63","1"
"경상북도 청송군 현동면(4775033000)","2,013","2,013","67","89","97","92","167","349","487","371","249","44","1"
"경상북도 청송군 현서면(4775034000)","2,400","2,400","57","82","78","101","169","372","730","476","292","42","1"
"경상북도 청송군 안덕면(4775035000)","2,455","2,455","56","85","80","92","152","393","686","495","353","61","2"
"경상북도 청송군 파천면(4775036000)","1,669","1,669","29","50","62","77","99","241","464","336","260","51","0"
"경상북도 청송군 진보면(4775037000)","6,185","6,185","259","289","447","522","605","1,018","1,363","949","651","82","0"
"경상북도 영양군 (4776000000)","15,328","15,328","454","864","787","857","1,323","2,582","3,723","2,492","1,927","308","11"
"경상북도 영양군 영양읍(4776025000)","6,685","6,685","288","541","465","527","785","1,158","1,338","865","603","113","2"
"경상북도 영양군 입암면(4776031000)","1,969","1,969","43","75","71","80","149","305","530","397","265","54","0"
"경상북도 영양군 청기면(4776032000)","1,551","1,551","27","40","53","45","75","224","450","317","278","37","5"
"경상북도 영양군 일월면(4776033000)","1,655","1,655","26","57","70","70","89","286","466","301","256","34","0"
"경상북도 영양군 수비면(4776034000)","1,573","1,573","33","82","61","61","110","277","410","279","218","41","1"
"경상북도 영양군 석보면(4776035000)","1,895","1,895","37","69","67","74","115","332","529","333","307","29","3"
"경상북도 영덕군 (4777000000)","33,210","33,210","1,073","1,828","1,725","1,869","3,090","5,467","7,550","5,626","4,282","684","16"
"경상북도 영덕군 영덕읍(4777025000)","10,208","10,208","547","877","746","835","1,313","1,834","1,882","1,230","815","126","3"
"경상북도 영덕군 강구면(4777031000)","5,604","5,604","137","259","271","299","528","970","1,359","1,002","691","86","2"
"경상북도 영덕군 남정면(4777032000)","2,220","2,220","37","48","80","91","133","348","585","476","352","67","3"
"경상북도 영덕군 달산면(4777033000)","1,067","1,067","14","20","35","30","52","160","303","210","203","40","0"
"경상북도 영덕군 지품면(4777034000)","1,356","1,356","26","35","31","40","83","204","389","279","239","29","1"
"경상북도 영덕군 지품면원전출장소(4777034500)","510","510","7","9","12","12","20","75","150","114","96","14","1"
"경상북도 영덕군 축산면(4777035000)","855","855","11","37","22","30","55","131","223","155","167","24","0"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,486","1,486","29","50","49","58","98","226","378","350","224","23","1"
"경상북도 영덕군 영해면(4777036000)","5,851","5,851","214","369","359","347","573","919","1,248","962","719","140","1"
"경상북도 영덕군 병곡면(4777037000)","2,539","2,539","41","92","99","93","153","392","601","523","448","94","3"
"경상북도 영덕군 창수면(4777038000)","1,514","1,514","10","32","21","34","82","208","432","325","328","41","1"
"경상북도 청도군 (4782000000)","40,582","40,582","1,108","2,028","1,984","2,172","3,702","6,546","10,377","7,317","4,456","874","18"
"경상북도 청도군 화양읍(4782025000)","6,947","6,947","341","595","485","489","864","1,183","1,456","908","515","110","1"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,092","1,092","27","42","38","58","111","153","270","218","154","20","1"
"경상북도 청도군 청도읍(4782025300)","9,670","9,670","322","640","626","639","1,101","1,702","2,154","1,492","826","166","2"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,490","1,490","25","43","48","48","116","206","428","348","190","36","2"
"경상북도 청도군 각남면(4782031000)","2,118","2,118","33","76","78","100","145","319","557","447","288","73","2"
"경상북도 청도군 풍각면(4782032000)","3,677","3,677","93","122","118","212","289","537","1,083","710","420","91","2"
"경상북도 청도군 각북면(4782033000)","2,296","2,296","41","56","89","105","140","354","693","462","307","48","1"
"경상북도 청도군 이서면(4782034000)","4,454","4,454","105","249","205","200","399","673","1,151","862","511","95","4"
"경상북도 청도군 운문면(4782035000)","1,924","1,924","28","32","65","71","109","354","572","357","281","53","2"
"경상북도 청도군 금천면(4782036000)","3,193","3,193","49","88","108","115","194","500","900","718","441","79","1"
"경상북도 청도군 매전면(4782037000)","3,721","3,721","44","85","124","135","234","565","1,113","795","523","103","0"
"경상북도 고령군 (4783000000)","30,062","30,062","966","1,710","1,892","1,901","3,106","5,480","7,128","4,543","2,845","477","14"
"경상북도 고령군 대가야읍(4783025300)","9,404","9,404","380","752","728","663","1,174","1,838","1,881","1,193","696","97","2"
"경상북도 고령군 덕곡면(4783031000)","1,449","1,449","27","49","58","59","90","219","417","272","213","42","3"
"경상북도 고령군 운수면(4783032000)","1,734","1,734","34","35","54","95","120","273","499","315","263","44","2"
"경상북도 고령군 성산면(4783033000)","2,469","2,469","50","66","104","154","230","422","689","446","265","43","0"
"경상북도 고령군 다산면(4783034000)","8,453","8,453","337","643","687","669","1,045","1,639","1,791","1,042","523","74","3"
"경상북도 고령군 개진면(4783035000)","1,813","1,813","29","33","77","89","119","331","530","344","213","47","1"
"경상북도 고령군 우곡면(4783036000)","1,528","1,528","24","29","57","59","97","263","404","327","233","35","0"
"경상북도 고령군 쌍림면(4783037000)","3,212","3,212","85","103","127","113","231","495","917","604","439","95","3"
"경상북도 성주군 (4784000000)","41,452","41,452","1,410","2,078","2,255","2,921","3,962","7,280","10,627","6,600","3,633","676","10"
"경상북도 성주군 성주읍(4784025000)","13,272","13,272","746","1,212","1,108","1,289","1,767","2,447","2,407","1,414","740","140","2"
"경상북도 성주군 선남면(4784031000)","5,924","5,924","161","203","242","448","507","1,047","1,713","1,003","505","93","2"
"경상북도 성주군 용암면(4784032000)","3,506","3,506","65","94","139","183","283","662","1,040","637","338","65","0"
"경상북도 성주군 수륜면(4784033000)","3,169","3,169","70","110","91","157","236","510","954","611","358","69","3"
"경상북도 성주군 가천면(4784034000)","1,922","1,922","42","36","75","81","115","311","602","368","238","52","2"
"경상북도 성주군 금수강산면(4784035500)","1,167","1,167","20","30","29","54","84","191","344","243","138","33","1"
"경상북도 성주군 대가면(4784036000)","2,219","2,219","30","72","90","108","141","388","622","449","268","51","0"
"경상북도 성주군 벽진면(4784037000)","2,887","2,887","71","68","126","160","194","452","860","596","302","58","0"
"경상북도 성주군 초전면(4784038000)","4,241","4,241","127","150","204","258","366","750","1,161","730","433","62","0"
