"행정구역","2024년12월_계_총인구수","2024년12월_계_연령구간인구수","2024년12월_계_0~9세","2024년12월_계_10~19세","2024년12월_계_20~29세","2024년12월_계_30~39세","2024년12월_계_40~49세","2024년12월_계_50~59세","2024년12월_계_60~69세","2024년12월_계_70~79세","2024년12월_계_80~89세","2024년12월_계_90~99세","2024년12월_계_100세 이상"
"충청북도 충주시 호암.직동(4313058000)","22,243","22,243","2,107","2,748","2,535","3,522","3,954","3,472","2,402","970","461","69","3"
"충청북도 충주시 달천동(4313060500)","3,991","3,991","59","110","781","255","319","677","930","477","332","51","0"
"충청북도 충주시 봉방동(4313061000)","9,186","9,186","368","670","1,006","988","1,193","1,758","1,714","957","473","56","3"
"충청북도 충주시 칠금.금릉동(4313062500)","13,640","13,640","677","1,451","1,541","1,309","1,884","2,866","2,265","1,012","562","68","5"
"충청북도 충주시 연수동(4313063000)","34,912","34,912","1,822","3,264","3,943","3,728","4,994","6,821","5,962","2,719","1,437","216","6"
"충청북도 충주시 목행.용탄동(4313064000)","6,223","6,223","383","606","627","666","944","1,264","1,009","428","243","51","2"
"충청북도 제천시 (4315000000)","128,569","128,569","6,521","10,751","13,319","11,359","15,671","22,887","25,178","14,058","7,699","1,092","34"
"충청북도 제천시 봉양읍(4315025000)","6,579","6,579","182","281","382","386","529","1,202","1,828","1,029","646","112","2"
"충청북도 제천시 금성면(4315031000)","1,764","1,764","18","72","76","92","121","258","551","321","206","48","1"
"충청북도 제천시 청풍면(4315032000)","1,261","1,261","21","42","45","62","74","223","401","234","143","16","0"
"충청북도 제천시 수산면(4315033000)","1,981","1,981","30","46","57","60","98","352","649","413","237","39","0"
"충청북도 제천시 덕산면(4315034000)","2,088","2,088","50","159","77","67","127","314","600","425","232","37","0"
"충청북도 제천시 한수면(4315035000)","664","664","12","24","29","24","63","118","201","110","70","13","0"
"충청북도 제천시 백운면(4315036000)","3,312","3,312","54","135","141","141","183","527","1,066","622","372","69","2"
"충청북도 제천시 송학면(4315038000)","4,634","4,634","83","153","351","220","312","788","1,371","824","459","71","2"
"충청북도 제천시 교동(4315051000)","18,395","18,395","1,251","2,136","1,962","1,855","2,801","3,636","2,771","1,284","631","67","1"
"충청북도 제천시 의림지동(4315051800)","9,796","9,796","615","985","1,393","835","1,331","1,834","1,592","747","400","58","6"
"충청북도 제천시 중앙동(4315052800)","5,338","5,338","188","338","518","397","582","913","1,123","803","426","48","2"
"충청북도 제천시 남현동(4315053700)","4,655","4,655","133","265","449","381","474","773","1,075","725","348","30","2"
"충청북도 제천시 영서동(4315054700)","9,775","9,775","641","876","830","935","1,390","1,700","1,719","1,038","567","75","4"
"충청북도 제천시 용두동(4315056000)","18,504","18,504","1,059","1,888","3,080","2,080","2,333","3,125","2,849","1,269","702","117","2"
"충청북도 제천시 신백동(4315057700)","10,475","10,475","458","981","1,126","881","1,340","2,146","1,882","1,013","576","68","4"
"충청북도 제천시 청전동(4315059000)","14,699","14,699","472","956","1,519","1,254","1,623","2,564","3,283","1,969","931","124","4"
"충청북도 제천시 화산동(4315060500)","14,649","14,649","1,254","1,414","1,284","1,689","2,290","2,414","2,217","1,232","753","100","2"
"충청북도 보은군 (4372000000)","30,527","30,527","1,031","1,806","1,821","1,759","2,673","5,087","7,720","4,698","3,273","653","6"
"충청북도 보은군 보은읍(4372025000)","14,195","14,195","750","1,201","1,116","1,078","1,611","2,576","2,901","1,699","1,058","202","3"
"충청북도 보은군 속리산면(4372031500)","1,690","1,690","20","40","83","64","96","326","516","319","195","31","0"
"충청북도 보은군 장안면(4372032500)","1,392","1,392","57","75","96","97","143","245","308","184","158","29","0"
"충청북도 보은군 마로면(4372033000)","2,062","2,062","30","85","65","69","115","285","650","400","314","48","1"
"충청북도 보은군 탄부면(4372034000)","1,547","1,547","15","32","55","51","81","216","447","318","271","61","0"
"충청북도 보은군 삼승면(4372035000)","2,179","2,179","41","81","139","137","184","306","599","356","288","48","0"
"충청북도 보은군 수한면(4372036000)","1,772","1,772","30","77","71","62","109","247","566","345","221","44","0"
"충청북도 보은군 회남면(4372037000)","715","715","14","26","15","26","30","99","241","162","89","13","0"
"충청북도 보은군 회인면(4372038500)","1,678","1,678","27","82","46","59","95","239","501","337","224","67","1"
"충청북도 보은군 내북면(4372039000)","1,617","1,617","22","52","67","52","105","264","472","289","233","61","0"
"충청북도 보은군 산외면(4372040000)","1,680","1,680","25","55","68","64","104","284","519","289","222","49","1"
"충청북도 옥천군 (4373000000)","48,204","48,204","1,735","3,531","3,592","3,077","5,297","8,333","10,864","6,891","4,103","760","21"
"충청북도 옥천군 옥천읍(4373025000)","28,072","28,072","1,430","2,880","2,774","2,270","3,973","5,088","4,863","2,988","1,553","247","6"
"충청북도 옥천군 동이면(4373031000)","3,062","3,062","53","105","139","137","214","551","933","515","340","72","3"
"충청북도 옥천군 안남면(4373032000)","1,334","1,334","30","47","43","45","64","210","421","252","180","42","0"
"충청북도 옥천군 안내면(4373033000)","1,874","1,874","28","69","68","58","124","283","520","394","270","59","1"
"충청북도 옥천군 청성면(4373034000)","2,271","2,271","27","51","66","71","116","315","749","447","357","68","4"
"충청북도 옥천군 청산면(4373035000)","2,795","2,795","32","103","88","90","164","435","806","616","396","62","3"
"충청북도 옥천군 이원면(4373036000)","3,860","3,860","63","131","184","182","295","594","1,084","754","468","103","2"
"충청북도 옥천군 군서면(4373037000)","2,064","2,064","27","58","92","90","139","321","614","413","250","59","1"
"충청북도 옥천군 군북면(4373038000)","2,872","2,872","45","87","138","134","208","536","874","512","289","48","1"
"충청북도 영동군 (4374000000)","43,551","43,551","1,442","2,815","3,086","2,579","4,138","7,651","10,371","6,519","4,295","637","18"
"충청북도 영동군 영동읍(4374025000)","19,245","19,245","1,022","1,829","1,961","1,580","2,492","3,517","3,422","2,078","1,197","144","3"
"충청북도 영동군 용산면(4374031000)","3,204","3,204","49","122","178","169","234","598","913","545","341","52","3"
"충청북도 영동군 황간면(4374032000)","3,906","3,906","91","230","199","196","304","662","1,079","680","422","41","2"
"충청북도 영동군 추풍령면(4374033500)","2,137","2,137","42","90","94","82","159","366","605","401","250","47","1"
"충청북도 영동군 매곡면(4374034000)","1,796","1,796","43","69","79","65","111","305","498","320","253","51","2"
"충청북도 영동군 상촌면(4374035000)","2,141","2,141","30","77","69","74","110","350","611","468","299","52","1"
"충청북도 영동군 양강면(4374036000)","2,946","2,946","60","126","193","142","208","523","807","480","350","56","1"
"충청북도 영동군 용화면(4374037000)","914","914","15","44","30","21","57","156","273","143","152","21","2"
"충청북도 영동군 학산면(4374038000)","2,591","2,591","40","72","105","84","155","435","788","480","362","69","1"
"충청북도 영동군 양산면(4374039000)","1,732","1,732","13","71","67","44","111","280","495","338","264","47","2"
"충청북도 영동군 심천면(4374040000)","2,939","2,939","37","85","111","122","197","459","880","586","405","57","0"
"충청북도 증평군 (4374500000)","37,171","37,171","2,442","3,388","3,897","4,562","5,296","6,350","6,034","3,189","1,746","262","5"
"충청북도 증평군 증평읍(4374525000)","35,496","35,496","2,413","3,325","3,808","4,480","5,184","6,050","5,573","2,885","1,545","228","5"
"충청북도 증평군 도안면(4374531000)","1,675","1,675","29","63","89","82","112","300","461","304","201","34","0"
"충청북도 진천군 (4375000000)","86,537","86,537","6,347","8,446","8,062","10,972","14,177","14,657","13,028","6,337","3,824","677","10"
"충청북도 진천군 진천읍(4375025000)","29,558","29,558","1,558","2,844","3,524","2,934","4,424","5,677","4,642","2,412","1,336","205","2"
"충청북도 진천군 덕산읍(4375025300)","31,357","31,357","3,950","3,924","2,485","5,801","6,646","4,126","2,698","1,042","569","112","4"
"충청북도 진천군 덕산읍혁신도시출장소(4375025400)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"충청북도 진천군 초평면(4375032000)","2,941","2,941","54","115","177","142","231","492","788","482","378","81","1"
"충청북도 진천군 문백면(4375033000)","3,333","3,333","74","126","173","228","280","598","929","507","361","57","0"
"충청북도 진천군 백곡면(4375034000)","2,051","2,051","39","58","72","95","145","318","628","389","253","54","0"
"충청북도 진천군 이월면(4375035000)","6,398","6,398","148","348","502","527","693","1,183","1,586","802","504","102","3"
"충청북도 진천군 광혜원면(4375037000)","10,899","10,899","524","1,031","1,129","1,245","1,758","2,263","1,757","703","423","66","0"
"충청북도 괴산군 (4376000000)","36,252","36,252","1,036","1,744","2,097","1,933","3,141","6,354","9,878","5,872","3,571","613","13"
"충청북도 괴산군 괴산읍(4376025000)","9,218","9,218","427","809","972","775","1,223","1,632","1,674","1,031","579","92","4"
"충청북도 괴산군 감물면(4376031000)","2,011","2,011","44","99","81","85","147","335","622","336","206","55","1"
"충청북도 괴산군 장연면(4376032000)","1,892","1,892","37","54","62","62","125","355","617","339","206","35","0"
"충청북도 괴산군 연풍면(4376033000)","2,196","2,196","44","72","85","86","160","339","698","404","273","35","0"
"충청북도 괴산군 칠성면(4376034000)","3,093","3,093","87","107","171","145","263","599","863","479","328","51","0"
"충청북도 괴산군 문광면(4376035000)","2,151","2,151","41","89","101","106","159","404","603","385","219","44","0"
"충청북도 괴산군 청천면(4376036000)","5,057","5,057","103","166","166","186","317","863","1,661","937","568","88","2"
"충청북도 괴산군 청안면(4376037000)","3,282","3,282","99","107","141","143","219","583","982","569","372","64","3"
"충청북도 괴산군 사리면(4376039000)","2,555","2,555","50","75","135","128","194","450","702","462","305","52","2"
"충청북도 괴산군 소수면(4376040000)","2,149","2,149","67","71","82","109","156","338","670","408","207","41","0"
"충청북도 괴산군 불정면(4376041000)","2,648","2,648","37","95","101","108","178","456","786","522","308","56","1"
"충청북도 음성군 (4377000000)","91,236","91,236","4,176","7,110","8,023","8,873","12,018","17,347","18,289","9,180","5,288","903","29"
"충청북도 음성군 음성읍(4377025000)","16,118","16,118","646","1,178","1,320","1,293","1,914","3,043","3,542","1,952","1,063","164","3"
"충청북도 음성군 금왕읍(4377025300)","18,837","18,837","813","1,691","1,802","1,722","2,687","3,916","3,545","1,601","914","140","6"
"충청북도 음성군 소이면(4377031000)","2,759","2,759","42","89","126","137","184","402","802","516","389","71","1"
"충청북도 음성군 원남면(4377032000)","3,014","3,014","49","124","125","137","193","452","913","584","357","77","3"
"충청북도 음성군 맹동면(4377033000)","13,022","13,022","1,053","1,351","1,292","2,120","2,296","1,906","1,694","801","438","70","1"
"충청북도 음성군 대소면(4377034000)","17,015","17,015","922","1,524","1,727","1,956","2,644","3,724","2,735","1,103","583","95","2"
"충청북도 음성군 삼성면(4377035000)","6,383","6,383","174","314","435","466","648","1,277","1,664","810","497","94","4"
"충청북도 음성군 생극면(4377036000)","4,398","4,398","100","208","278","262","388","854","1,181","628","416","80","3"
"충청북도 음성군 감곡면(4377037000)","9,690","9,690","377","631","918","780","1,064","1,773","2,213","1,185","631","112","6"
"충청북도 단양군 (4380000000)","27,352","27,352","856","1,632","1,666","1,662","2,532","4,922","7,202","4,133","2,400","337","10"
"충청북도 단양군 단양읍(4380025000)","10,187","10,187","510","871","878","905","1,308","1,861","2,069","1,093","600","90","2"
"충청북도 단양군 매포읍(4380025300)","4,853","4,853","164","316","355","308","487","949","1,042","750","436","46","0"
"충청북도 단양군 대강면(4380031000)","2,314","2,314","39","77","92","79","129","392","751","434","276","44","1"
"충청북도 단양군 가곡면(4380032000)","1,995","1,995","35","100","82","66","115","334","645","369","218","29","2"
"충청북도 단양군 영춘면(4380033000)","3,082","3,082","49","139","98","104","222","594","924","580","325","47","0"
"충청북도 단양군 어상천면(4380034000)","1,841","1,841","18","40","55","62","95","310","693","337","205","26","0"
"충청북도 단양군 적성면(4380035000)","1,453","1,453","16","18","32","65","83","217","533","288","166","32","3"
"충청북도 단양군 단성면(4380036000)","1,627","1,627","25","71","74","73","93","265","545","282","174","23","2"
"충청남도  (4400000000)","2,136,574","2,136,574","135,316","201,787","220,268","252,339","317,999","353,357","335,114","188,307","111,022","20,577","488"
"충청남도 천안시 (4413000000)","659,920","659,920","46,710","67,501","87,638","97,408","109,995","110,342","83,230","36,047","17,924","3,052","73"
"충청남도 천안시 동남구 (4413100000)","261,172","261,172","15,501","25,288","33,044","32,410","40,183","45,858","39,431","18,462","9,333","1,622","40"
"충청남도 천안시 동남구 목천읍(4413125000)","22,472","22,472","927","2,148","2,365","1,922","3,374","4,834","3,815","1,836","1,054","191","6"
"충청남도 천안시 동남구 풍세면(4413131000)","9,964","9,964","735","518","1,212","1,698","1,410","1,567","1,621","699","403","100","1"
"충청남도 천안시 동남구 광덕면(4413132000)","4,060","4,060","73","131","244","262","348","715","1,162","655","376","93","1"
"충청남도 천안시 동남구 북면(4413133000)","4,189","4,189","74","180","258","257","421","780","1,197","607","343","68","4"
"충청남도 천안시 동남구 성남면(4413134000)","2,865","2,865","49","113","173","134","247","486","785","514","298","66","0"
"충청남도 천안시 동남구 수신면(4413135000)","2,100","2,100","23","68","142","142","183","354","575","324","254","35","0"
"충청남도 천안시 동남구 병천면(4413136000)","6,045","6,045","164","300","734","488","649","1,106","1,362","731","412","98","1"
"충청남도 천안시 동남구 동면(4413137000)","1,927","1,927","14","38","93","76","125","309","592","373","254","51","2"
"충청남도 천안시 동남구 중앙동(4413151000)","4,766","4,766","138","211","400","460","512","859","1,074","703","364","45","0"
"충청남도 천안시 동남구 문성동(4413152000)","7,836","7,836","616","648","1,026","1,388","1,241","1,200","994","477","207","39","0"
"충청남도 천안시 동남구 원성1동(4413153000)","7,843","7,843","277","497","818","732","983","1,466","1,638","928","426","77","1"
"충청남도 천안시 동남구 원성2동(4413154000)","8,949","8,949","216","571","927","832","1,070","1,698","1,858","1,048","639","90","0"
"충청남도 천안시 동남구 봉명동(4413155000)","16,238","16,238","738","1,243","2,155","2,194","2,374","3,071","2,623","1,214","548","76","2"
"충청남도 천안시 동남구 일봉동(4413156000)","23,264","23,264","1,339","3,135","2,578","2,423","3,977","4,299","3,309","1,439","666","96","3"
"충청남도 천안시 동남구 신방동(4413157000)","43,069","43,069","2,827","5,562","5,530","5,810","8,069","7,731","4,797","1,761","843","132","7"
"충청남도 천안시 동남구 청룡동(4413158000)","58,233","58,233","5,076","7,120","6,624","8,215","10,308","9,712","6,881","2,827","1,243","225","2"
"충청남도 천안시 동남구 신안동(4413159000)","37,352","37,352","2,215","2,805","7,765","5,377","4,892","5,671","5,148","2,326","1,003","140","10"
"충청남도 천안시 서북구 (4413300000)","398,748","398,748","31,209","42,213","54,594","64,998","69,812","64,484","43,799","17,585","8,591","1,430","33"
"충청남도 천안시 서북구 성환읍(4413325000)","22,136","22,136","638","1,802","2,354","1,661","2,895","4,216","4,301","2,586","1,435","240","8"
"충청남도 천안시 서북구 성거읍(4413325300)","21,779","21,779","1,209","2,145","2,463","2,403","3,722","4,269","3,255","1,487","701","120","5"
"충청남도 천안시 서북구 직산읍(4413325600)","19,473","19,473","971","1,591","2,280","2,425","3,268","3,745","2,982","1,335","767","108","1"
"충청남도 천안시 서북구 입장면(4413331000)","7,776","7,776","154","419","660","601","823","1,595","1,830","1,003","588","102","1"
"충청남도 천안시 서북구 성정1동(4413351000)","16,785","16,785","662","986","2,158","2,494","2,327","3,173","2,936","1,337","622","88","2"
"충청남도 천안시 서북구 성정2동(4413352000)","24,909","24,909","573","976","5,357","5,748","3,860","3,636","2,997","1,200","472","85","5"
"충청남도 천안시 서북구 쌍용1동(4413353000)","12,726","12,726","514","1,045","1,952","1,608","1,674","2,176","2,307","941","424","83","2"
"충청남도 천안시 서북구 쌍용2동(4413354000)","34,724","34,724","1,992","4,038","5,282","4,327","5,367","6,788","4,514","1,557","723","136","0"
"충청남도 천안시 서북구 쌍용3동(4413355000)","17,318","17,318","823","1,879","2,346","1,944","2,493","3,383","2,639","1,111","594","103","3"
"충청남도 천안시 서북구 백석동(4413356000)","39,464","39,464","3,701","6,113","4,611","5,222","8,013","6,426","3,644","1,141","492","101","0"
"충청남도 천안시 서북구 불당1동(4413356600)","31,709","31,709","2,833","4,335","4,147","5,356","5,891","5,603","2,487","703","307","45","2"
"충청남도 천안시 서북구 불당2동(4413356700)","37,213","37,213","4,886","6,153","3,846","6,341","8,925","4,696","1,674","473","193","25","1"
"충청남도 천안시 서북구 부성1동(4413358000)","50,670","50,670","3,628","4,046","10,274","10,291","7,793","7,730","4,453","1,589","762","102","2"
"충청남도 천안시 서북구 부성2동(4413359000)","62,066","62,066","8,625","6,685","6,864","14,577","12,761","7,048","3,780","1,122","511","92","1"
"충청남도 공주시 (4415000000)","101,285","101,285","4,035","7,850","10,626","8,303","11,405","16,770","20,841","12,344","7,566","1,511","34"
"충청남도 공주시 유구읍(4415025000)","6,836","6,836","141","363","318","338","620","1,026","1,919","1,214","766","128","3"
"충청남도 공주시 이인면(4415031000)","2,950","2,950","51","120","128","156","197","475","822","547","372","81","1"
"충청남도 공주시 탄천면(4415032000)","2,732","2,732","50","106","124","150","186","402","697","528","388","95","6"
"충청남도 공주시 계룡면(4415033000)","5,116","5,116","89","228","243","229","358","854","1,474","946","579","113","3"
"충청남도 공주시 반포면(4415034000)","4,013","4,013","94","169","230","258","390","801","1,148","563","299","60","1"
"충청남도 공주시 의당면(4415036000)","4,329","4,329","102","258","359","309","425","844","1,079","549","334","68","2"
"충청남도 공주시 정안면(4415037000)","4,570","4,570","79","330","205","218","322","654","1,284","778","544","154","2"
"충청남도 공주시 우성면(4415038000)","4,830","4,830","116","206","260","253","411","783","1,255","819","607","118","2"
"충청남도 공주시 사곡면(4415039000)","2,721","2,721","43","142","105","114","185","457","710","492","407","65","1"
"충청남도 공주시 신풍면(4415040000)","3,017","3,017","59","81","101","134","241","497","921","588","320","73","2"
"충청남도 공주시 중학동(4415051000)","4,224","4,224","137","321","566","337","417","699","777","557","342","68","3"
"충청남도 공주시 웅진동(4415054000)","7,409","7,409","323","570","687","730","952","1,253","1,408","886","507","93","0"
"충청남도 공주시 금학동(4415055000)","5,268","5,268","171","561","843","394","640","873","970","486","280","48","2"
"충청남도 공주시 옥룡동(4415056000)","7,089","7,089","172","448","594","535","801","1,261","1,653","950","582","91","2"
"충청남도 공주시 신관동(4415057000)","19,447","19,447","871","1,980","3,933","1,968","2,519","3,185","2,688","1,459","712","130","2"
"충청남도 공주시 월송동(4415059000)","16,734","16,734","1,537","1,967","1,930","2,180","2,741","2,706","2,036","982","527","126","2"
"충청남도 보령시 (4418000000)","93,780","93,780","4,328","7,330","7,400","7,708","11,710","16,156","18,829","12,064","6,982","1,236","37"
"충청남도 보령시 웅천읍(4418025000)","5,630","5,630","92","212","274","268","449","920","1,539","1,095","641","135","5"
"충청남도 보령시 주포면(4418031000)","1,497","1,497","27","64","105","63","118","236","401","292","151","40","0"
"충청남도 보령시 오천면(4418032000)","1,993","1,993","19","82","110","77","191","351","529","394","201","39","0"
"충청남도 보령시 오천면어항출장소(4418032500)","1,486","1,486","43","80","88","74","155","281","383","244","113","24","1"
"충청남도 보령시 원산출장소(4418032900)","1,017","1,017","10","58","62","30","91","174","257","199","118","18","0"
"충청남도 보령시 천북면(4418033000)","3,143","3,143","58","123","140","133","253","503","833","611","403","83","3"
"충청남도 보령시 청소면(4418034000)","2,328","2,328","33","79","95","94","138","343","610","459","399","75","3"
"충청남도 보령시 청라면(4418035000)","3,505","3,505","56","159","169","155","265","529","966","668","457","78","3"
"충청남도 보령시 남포면(4418036000)","4,753","4,753","90","187","264","236","340","789","1,298","870","557","118","4"
"충청남도 보령시 주산면(4418038000)","2,201","2,201","22","65","79","65","130","309","588","458","398","84","3"
"충청남도 보령시 미산면(4418039000)","1,602","1,602","32","48","50","46","119","222","421","348","263","53","0"
"충청남도 보령시 성주면(4418040000)","1,928","1,928","34","79","93","103","195","309","537","347","203","27","1"
"충청남도 보령시 주교면(4418041000)","4,851","4,851","118","274","300","249","511","943","1,157","756","446","95","2"
"충청남도 보령시 대천1동(4418051500)","12,761","12,761","635","1,225","1,259","1,181","1,766","2,338","2,228","1,393","640","93","3"
"충청남도 보령시 대천2동(4418052500)","6,110","6,110","283","541","550","579","863","1,135","1,036","671","404","47","1"
"충청남도 보령시 대천3동(4418053500)","15,462","15,462","1,157","1,862","1,598","1,747","2,740","2,651","2,093","1,035","510","67","2"
"충청남도 보령시 대천4동(4418054500)","17,730","17,730","1,466","1,904","1,795","2,225","2,780","3,077","2,472","1,312","607","89","3"
"충청남도 보령시 대천5동(4418056500)","5,783","5,783","153","288","369","383","606","1,046","1,481","912","471","71","3"
"충청남도 아산시 (4420000000)","355,014","355,014","30,047","39,188","38,821","52,189","63,616","54,994","41,693","21,151","11,349","1,927","39"
"충청남도 아산시 염치읍(4420025000)","5,792","5,792","162","370","458","412","671","1,075","1,294","755","504","90","1"
"충청남도 아산시 배방읍(4420025300)","90,338","90,338","8,430","10,721","11,746","16,259","16,840","13,028","7,936","3,620","1,492","262","4"
"충청남도 아산시 송악면(4420031000)","3,995","3,995","105","323","226","196","435","730","949","595","356","77","3"
"충청남도 아산시 탕정면(4420033000)","46,251","46,251","7,157","6,591","4,479","9,339","10,442","4,863","2,102","795","404","79","0"
"충청남도 아산시 음봉면(4420035000)","23,095","23,095","2,257","2,226","2,353","4,151","4,214","3,252","2,693","1,194","641","109","5"
"충청남도 아산시 둔포면(4420036000)","23,696","23,696","2,328","1,895","2,030","4,399","4,582","3,302","2,943","1,359","724","128","6"
"충청남도 아산시 영인면(4420037000)","5,248","5,248","121","225","318","360","464","808","1,369","868","590","123","2"
"충청남도 아산시 인주면(4420038000)","5,653","5,653","136","295","395","444","688","1,109","1,272","710","482","120","2"
"충청남도 아산시 선장면(4420039000)","2,842","2,842","32","84","134","137","207","433","737","598","393","86","1"
"충청남도 아산시 도고면(4420040000)","4,191","4,191","82","146","239","263","340","664","1,131","698","550","77","1"
"충청남도 아산시 신창면(4420041000)","22,379","22,379","1,204","2,114","2,733","2,371","3,620","4,084","3,335","1,761","1,000","155","2"
"충청남도 아산시 온양1동(4420057000)","9,675","9,675","672","732","1,097","1,497","1,651","1,470","1,379","749","372","55","1"
"충청남도 아산시 온양2동(4420058000)","9,732","9,732","231","627","1,322","1,080","1,220","1,791","1,794","1,027","560","76","4"
"충청남도 아산시 온양3동(4420059000)","38,816","38,816","3,086","5,274","4,486","4,601","7,279","6,495","4,236","2,164","1,031","159","5"
"충청남도 아산시 온양4동(4420060000)","15,866","15,866","714","1,782","1,782","1,367","2,530","3,120","2,474","1,305","687","104","1"
"충청남도 아산시 온양5동(4420061000)","21,050","21,050","1,301","2,606","2,578","2,338","3,659","3,990","2,624","1,230","638","85","1"
"충청남도 아산시 온양6동(4420062000)","26,395","26,395","2,029","3,177","2,445","2,975","4,774","4,780","3,425","1,723","925","142","0"
"충청남도 서산시 (4421000000)","174,445","174,445","11,571","16,891","16,570","20,027","26,030","30,008","26,933","15,318","9,173","1,875","49"
"충청남도 서산시 대산읍(4421025000)","12,507","12,507","451","776","1,386","1,296","1,453","2,854","2,425","1,103","614","146","3"
"충청남도 서산시 인지면(4421031000)","7,013","7,013","305","600","520","451","847","1,395","1,386","812","569","124","4"
"충청남도 서산시 부석면(4421032000)","5,065","5,065","73","165","190","184","372","756","1,355","1,076","737","153","4"
"충청남도 서산시 팔봉면(4421033000)","3,218","3,218","36","91","111","97","202","516","931","742","407","85","0"
"충청남도 서산시 지곡면(4421034000)","7,732","7,732","331","747","494","677","1,107","1,384","1,467","895","514","113","3"
"충청남도 서산시 성연면(4421036000)","16,916","16,916","2,544","1,718","1,309","3,763","3,147","1,948","1,490","581","326","88","2"
"충청남도 서산시 음암면(4421037000)","9,027","9,027","269","671","651","639","1,115","1,746","1,885","1,085","808","155","3"
"충청남도 서산시 운산면(4421038000)","4,871","4,871","91","210","192","203","409","755","1,263","936","679","131","2"
"충청남도 서산시 해미면(4421039000)","7,024","7,024","139","399","694","404","644","1,180","1,599","1,134","697","128","6"
"충청남도 서산시 고북면(4421040000)","5,689","5,689","232","340","610","442","606","797","1,052","878","612","116","4"
"충청남도 서산시 부춘동(4421051000)","17,700","17,700","1,004","1,731","2,130","2,168","2,827","3,309","2,504","1,245","654","126","2"
"충청남도 서산시 동문1동(4421052500)","17,397","17,397","1,005","2,090","1,731","1,638","2,831","3,382","2,559","1,306","703","147","5"
"충청남도 서산시 동문2동(4421053500)","8,181","8,181","350","769","904","790","1,117","1,534","1,393","840","400","80","4"
"충청남도 서산시 수석동(4421054000)","17,502","17,502","1,297","2,219","1,991","2,076","2,968","2,936","2,133","1,167","593","119","3"
"충청남도 서산시 석남동(4421055000)","34,603","34,603","3,444","4,365","3,657","5,199","6,385","5,516","3,491","1,518","860","164","4"
"충청남도 논산시 (4423000000)","108,529","108,529","5,115","8,598","8,938","9,185","12,689","18,409","21,781","13,606","8,530","1,643","35"
"충청남도 논산시 강경읍(4423025000)","7,261","7,261","191","492","493","425","710","1,232","1,707","1,205","686","119","1"
"충청남도 논산시 연무읍(4423025300)","12,559","12,559","656","985","935","1,133","1,427","1,932","2,497","1,709","1,075","206","4"
"충청남도 논산시 성동면(4423031000)","3,735","3,735","88","126","164","234","263","531","995","692","530","111","1"
"충청남도 논산시 광석면(4423032000)","3,882","3,882","61","196","210","184","322","606","1,014","691","511","87","0"
"충청남도 논산시 노성면(4423033000)","2,707","2,707","66","127","144","153","230","424","639","486","351","84","3"
"충청남도 논산시 상월면(4423034000)","3,336","3,336","42","133","152","177","285","592","931","553","391","79","1"
"충청남도 논산시 부적면(4423035000)","3,277","3,277","71","131","165","165","280","534","877","569","390","92","3"
"충청남도 논산시 연산면(4423036000)","5,703","5,703","121","265","240","303","425","989","1,650","949","641","116","4"
"충청남도 논산시 벌곡면(4423038000)","2,303","2,303","43","104","81","97","139","389","643","438","300","68","1"
"충청남도 논산시 양촌면(4423039000)","5,808","5,808","270","369","333","521","479","947","1,249","896","623","120","1"
"충청남도 논산시 가야곡면(4423040000)","3,130","3,130","40","96","143","148","190","509","882","592","449","79","2"
"충청남도 논산시 은진면(4423041000)","3,746","3,746","59","174","373","239","347","634","881","560","386","89","4"
"충청남도 논산시 채운면(4423042000)","2,044","2,044","50","118","85","91","169","296","535","369","273","58","0"
"충청남도 논산시 취암동(4423051000)","34,145","34,145","2,522","3,756","4,047","4,069","5,339","5,951","4,658","2,405","1,177","215","6"
"충청남도 논산시 부창동(4423052000)","14,893","14,893","835","1,526","1,373","1,246","2,084","2,843","2,623","1,492","747","120","4"
"충청남도 계룡시 (4425000000)","46,540","46,540","3,525","6,162","4,744","5,393","8,168","8,277","5,972","2,776","1,264","252","7"
"충청남도 계룡시 두마면(4425031000)","14,074","14,074","1,263","1,617","1,402","2,078","2,394","2,493","1,777","700","290","58","2"
"충청남도 계룡시 엄사면(4425031500)","16,804","16,804","762","1,861","1,827","1,457","2,381","3,445","2,806","1,374","741","147","3"
"충청남도 계룡시 신도안면(4425033000)","7,589","7,589","1,063","1,705","638","1,149","2,100","779","89","46","17","2","1"
"충청남도 계룡시 금암동(4425051000)","8,073","8,073","437","979","877","709","1,293","1,560","1,300","656","216","45","1"
"충청남도 당진시 (4427000000)","171,931","171,931","12,348","16,779","14,611","20,538","27,869","28,810","26,120","14,432","8,863","1,530","31"
"충청남도 당진시 합덕읍(4427025000)","7,858","7,858","168","435","450","441","825","1,344","1,842","1,287","909","150","7"
"충청남도 당진시 송악읍(4427025300)","28,983","28,983","2,448","3,043","1,893","3,451","5,689","4,967","4,242","1,947","1,118","183","2"
"충청남도 당진시 고대면(4427031000)","5,834","5,834","103","226","383","378","532","1,073","1,498","907","622","109","3"
"충청남도 당진시 석문면(4427032000)","8,245","8,245","191","371","535","655","964","1,740","1,981","1,007","692","107","2"
"충청남도 당진시 대호지면(4427033000)","2,224","2,224","32","67","85","93","136","315","612","512","305","64","3"
"충청남도 당진시 정미면(4427034000)","3,452","3,452","56","143","238","179","253","565","899","605","431","80","3"
