,구분,위치(구역명),운동기구 기종명,운동기구 수량,관리번호,관리기관 
879,여의도공원,한국전통의숲 내,달리기,1,여의도공원-3(한국전통의숲 내)-8,서부공원녹지사업소
880,여의도공원,한국전통의숲 내,공중걷기,1,여의도공원-3(한국전통의숲 내)-9,서부공원녹지사업소
881,한강공원(광나루지구),놀이터주변,등허리지압,1,광나루-1(놀이터주변)-1,한강사업본부
882,한강공원(광나루지구),놀이터주변,하체흔들기,1,광나루-1(놀이터주변)-2,한강사업본부
883,한강공원(광나루지구),놀이터주변,하늘걷기,1,광나루-1(놀이터주변)-3,한강사업본부
884,한강공원(광나루지구),놀이터주변,마라톤운동,1,광나루-1(놀이터주변)-4,한강사업본부
885,한강공원(광나루지구),놀이터주변,허리돌리기,1,광나루-1(놀이터주변)-5,한강사업본부
886,한강공원(광나루지구),놀이터주변,평행봉,1,광나루-1(놀이터주변)-6,한강사업본부
887,한강공원(광나루지구),놀이터주변,철봉,1,광나루-1(놀이터주변)-7,한강사업본부
888,한강공원(광나루지구),광진교주변잔디밭,평행봉,1,광나루-2(광진교주변 잔디밭)-1,한강사업본부
889,한강공원(광나루지구),광진교주변잔디밭,평행봉,1,광나루-2(광진교주변 잔디밭)-2,한강사업본부
890,한강공원(광나루지구),광진교주변잔디밭,평행봉,1,광나루-2(광진교주변 잔디밭)-3,한강사업본부
891,한강공원(광나루지구),광진교주변잔디밭,평행봉,1,광나루-2(광진교주변 잔디밭)-4,한강사업본부
892,한강공원(광나루지구),광진교주변잔디밭,역기(10kg),1,광나루-2(광진교주변 잔디밭)-5,한강사업본부
893,한강공원(광나루지구),광진교주변잔디밭,허리돌리기,1,광나루-2(광진교주변 잔디밭)-6,한강사업본부
894,한강공원(광나루지구),자전거공원,윗몸일으켜기,1,광나루-3(자전거공원)-1,한강사업본부
895,한강공원(광나루지구),자전거공원,역기올리기,1,광나루-3(자전거공원)-2,한강사업본부
896,한강공원(광나루지구),자전거공원,철봉,1,광나루-3(자전거공원)-3,한강사업본부
897,한강공원(광나루지구),자전거공원,역기(10kg),1,광나루-3(자전거공원)-4,한강사업본부
898,한강공원(광나루지구),자전거공원,레그익스텐션,1,광나루-3(자전거공원)-5,한강사업본부
899,한강공원(광나루지구),자전거공원,양팔줄당기기,1,광나루-3(자전거공원)-6,한강사업본부
900,한강공원(광나루지구),자전거공원,하체흔들기,1,광나루-3(자전거공원)-7,한강사업본부
901,한강공원(광나루지구),자전거공원,온몸근육풀기,1,광나루-3(자전거공원)-8,한강사업본부
902,한강공원(광나루지구),자전거공원,하늘걷기,1,광나루-3(자전거공원)-9,한강사업본부
903,한강공원(광나루지구),자전거공원,역기올리기,1,광나루-3(자전거공원)-10,한강사업본부
904,한강공원(광나루지구),자전거공원,허리돌리기,1,광나루-3(자전거공원)-11,한강사업본부
905,한강공원(광나루지구),자전거공원,역기올리기,1,광나루-3(자전거공원)-12,한강사업본부
906,한강공원(광나루지구),자전거공원,철봉,1,광나루-3(자전거공원)-13,한강사업본부
907,한강공원(광나루지구),자전거공원,역기당기기,1,광나루-3(자전거공원)-14,한강사업본부
908,한강공원(광나루지구),자전거공원,역기(10kg),1,광나루-3(자전거공원)-15,한강사업본부
909,한강공원(광나루지구),자전거공원,온몸근육풀기,1,광나루-3(자전거공원)-16,한강사업본부
910,한강공원(광나루지구),자전거공원,평행봉,1,광나루-3(자전거공원)-17,한강사업본부
911,한강공원(광나루지구),자전거공원,평행봉,1,광나루-3(자전거공원)-18,한강사업본부
912,한강공원(광나루지구),자전거공원,공중회전,1,광나루-3(자전거공원)-19,한강사업본부
913,한강공원(광나루지구),자전거공원,하체근육풀기,1,광나루-3(자전거공원)-20,한강사업본부
914,한강공원(광나루지구),자전거공원,레그프레스,1,광나루-3(자전거공원)-21,한강사업본부
915,한강공원(광나루지구),자전거공원,마라톤운동,1,광나루-3(자전거공원)-22,한강사업본부
916,한강공원(광나루지구),자전거공원,등허리지압,1,광나루-3(자전거공원)-23,한강사업본부
917,한강공원(광나루지구),자전거공원,역기내리기,1,광나루-3(자전거공원)-24,한강사업본부
918,한강공원(광나루지구),자전거공원,윗몸일으켜기,1,광나루-3(자전거공원)-25,한강사업본부
919,한강공원(광나루지구),자전거공원,복근운동,1,광나루-3(자전거공원)-26,한강사업본부
920,한강공원(광나루지구),자전거공원,다리지압기,1,광나루-3(자전거공원)-27,한강사업본부
921,한강공원(광나루지구),자전거공원,허리돌리기,1,광나루-3(자전거공원)-28,한강사업본부
922,한강공원(광나루지구),자전거공원,등치기,1,광나루-3(자전거공원)-29,한강사업본부
923,한강공원(광나루지구),풍납토성나들목,평행봉,1,광나루-4(풍납토성나들목)-1,한강사업본부
924,한강공원(광나루지구),풍납토성나들목,역기올리기,1,광나루-4(풍납토성나들목)-2,한강사업본부
925,한강공원(광나루지구),풍납토성나들목,역기(15kg),1,광나루-4(풍납토성나들목)-3,한강사업본부
926,한강공원(광나루지구),풍납토성나들목,역기(10kg),1,광나루-4(풍납토성나들목)-4,한강사업본부
927,한강공원(광나루지구),풍납토성나들목,철봉,1,광나루-4(풍납토성나들목)-5,한강사업본부
928,한강공원(광나루지구),풍납토성나들목,하체근육풀기,1,광나루-4(풍납토성나들목)-6,한강사업본부
929,한강공원(광나루지구),풍납토성나들목,역기내리기,1,광나루-4(풍납토성나들목)-7,한강사업본부
930,한강공원(광나루지구),풍납토성나들목,싸이클,1,광나루-4(풍납토성나들목)-8,한강사업본부
931,한강공원(광나루지구),풍납토성나들목,어깨근육풀기,1,광나루-4(풍납토성나들목)-9,한강사업본부
932,한강공원(광나루지구),풍납토성나들목,마라톤운동,1,광나루-4(풍납토성나들목)-10,한강사업본부
933,한강공원(광나루지구),풍납토성나들목,레그프레스,1,광나루-4(풍납토성나들목)-11,한강사업본부
934,한강공원(광나루지구),풍납토성나들목,온몸근육풀기,1,광나루-4(풍납토성나들목)-12,한강사업본부
935,한강공원(광나루지구),풍납토성나들목,등허리지압,1,광나루-4(풍납토성나들목)-13,한강사업본부
936,한강공원(광나루지구),풍납토성나들목,허리돌리기,1,광나루-4(풍납토성나들목)-14,한강사업본부
937,한강공원(광나루지구),풍납토성나들목,평행봉,1,광나루-4(풍납토성나들목)-15,한강사업본부
938,한강공원(광나루지구),풍납토성나들목,하체근육풀기,1,광나루-4(풍납토성나들목)-16,한강사업본부
939,한강공원(광나루지구),풍납토성나들목,역기(10kg),1,광나루-4(풍납토성나들목)-17,한강사업본부
940,한강공원(광나루지구),풍납토성나들목,역기(7.5kg),1,광나루-4(풍납토성나들목)-18,한강사업본부
941,한강공원(광나루지구),풍납토성나들목,역기(5kg),1,광나루-4(풍납토성나들목)-19,한강사업본부
942,한강공원(광나루지구),풍납토성나들목,철봉,1,광나루-4(풍납토성나들목)-20,한강사업본부
943,한강공원(광나루지구),풍납토성나들목,공중회전,1,광나루-4(풍납토성나들목)-21,한강사업본부
944,한강공원(광나루지구),풍납토성나들목,등허리근육풀기,1,광나루-4(풍납토성나들목)-22,한강사업본부
945,한강공원(광나루지구),풍납토성나들목,허리돌리기,1,광나루-4(풍납토성나들목)-23,한강사업본부
946,한강공원(광나루지구),풍납토성나들목,공중걷기,1,광나루-4(풍납토성나들목)-24,한강사업본부
947,한강공원(광나루지구),풍납토성나들목,양팔줄당기기,1,광나루-4(풍납토성나들목)-25,한강사업본부
948,한강공원(광나루지구),풍납토성나들목,하체흔들기,1,광나루-4(풍납토성나들목)-26,한강사업본부
949,한강공원(광나루지구),풍납토성나들목,레그프레스,1,광나루-4(풍납토성나들목)-27,한강사업본부
950,한강공원(광나루지구),풍납토성나들목,체어플,1,광나루-4(풍납토성나들목)-28,한강사업본부
951,한강공원(광나루지구),풍납토성나들목,윗몸일으켜기,1,광나루-4(풍납토성나들목)-29,한강사업본부
952,한강공원(광나루지구),올림픽대교하부,하체근육풀기,1,광나루-5(올림픽대교하부)-1,한강사업본부
953,한강공원(광나루지구),올림픽대교하부,허리돌리기,1,광나루-5(올림픽대교하부)-2,한강사업본부
954,한강공원(광나루지구),올림픽대교하부,하체흔들기,1,광나루-5(올림픽대교하부)-3,한강사업본부
955,한강공원(광나루지구),올림픽대교하부,윗몸일으켜기,1,광나루-5(올림픽대교하부)-4,한강사업본부
956,한강공원(광나루지구),올림픽대교하부,공중걷기,1,광나루-5(올림픽대교하부)-5,한강사업본부
957,한강공원(광나루지구),천호대교하부,역기(15kg),1,광나루-6(천호대교하부)-1,한강사업본부
958,한강공원(광나루지구),천호대교하부,역기(10kg),1,광나루-6(천호대교하부)-2,한강사업본부
959,한강공원(광나루지구),천호대교하부,온몸근육풀기,1,광나루-6(천호대교하부)-3,한강사업본부
960,한강공원(광나루지구),천호대교하부,하체흔들기,1,광나루-6(천호대교하부)-4,한강사업본부
961,한강공원(광나루지구),천호대교하부,역기올리기,1,광나루-6(천호대교하부)-5,한강사업본부
962,한강공원(광나루지구),천호대교하부,역기올리기,1,광나루-6(천호대교하부)-6,한강사업본부
963,한강공원(광나루지구),천호대교하부,파워프레스,1,광나루-6(천호대교하부)-7,한강사업본부
964,한강공원(광나루지구),천호대교하부,레그프레스,1,광나루-6(천호대교하부)-8,한강사업본부
965,한강공원(광나루지구),천호대교하부,윗몸일으켜기,1,광나루-6(천호대교하부)-9,한강사업본부
966,한강공원(광나루지구),천호대교하부,허리돌리기,1,광나루-6(천호대교하부)-10,한강사업본부
967,한강공원(광나루지구),천호대교하부,등허리지압,1,광나루-6(천호대교하부)-11,한강사업본부
968,한강공원(광나루지구),천호대교하부,공중걷기,1,광나루-6(천호대교하부)-12,한강사업본부
969,한강공원(광나루지구),강동대교주변,온몸근육풀기,1,광나루-7(강동대교 주변)-1,한강사업본부
970,한강공원(광나루지구),강동대교주변,하늘걷기,1,광나루-7(강동대교 주변)-2,한강사업본부
971,한강공원(광나루지구),강동대교주변,등허리지압,1,광나루-7(강동대교 주변)-3,한강사업본부
972,한강공원(광나루지구),강동대교주변,역기내리기,1,광나루-7(강동대교 주변)-4,한강사업본부
973,한강공원(광나루지구),강동대교주변,허리돌리기,1,광나루-7(강동대교 주변)-5,한강사업본부
974,한강공원(광나루지구),강동대교주변,윗몸일으켜기,1,광나루-7(강동대교 주변)-6,한강사업본부
975,한강공원(잠실지구),잠실나들목,평행봉,1,잠실-1(잠실나들목)-1,한강사업본부
976,한강공원(잠실지구),잠실나들목,철봉,1,잠실-1(잠실나들목)-2,한강사업본부
977,한강공원(잠실지구),잠실나들목,양팔줄당기기,1,잠실-1(잠실나들목)-3,한강사업본부
978,한강공원(잠실지구),잠실나들목,하체흔들기,1,잠실-1(잠실나들목)-4,한강사업본부
979,한강공원(잠실지구),잠실나들목,등허리지압,1,잠실-1(잠실나들목)-5,한강사업본부
980,한강공원(잠실지구),잠실나들목,공중걷기,1,잠실-1(잠실나들목)-6,한강사업본부
981,한강공원(잠실지구),잠실나들목,윗몸일으켜기,1,잠실-1(잠실나들목)-7,한강사업본부
982,한강공원(잠실지구),잠실나들목,상체운동,1,잠실-1(잠실나들목)-8,한강사업본부
983,한강공원(잠실지구),잠실나들목,역기올리기,1,잠실-1(잠실나들목)-9,한강사업본부
984,한강공원(잠실지구),잠실나들목,하체근육풀기,1,잠실-1(잠실나들목)-10,한강사업본부
985,한강공원(잠실지구),잠실나들목,계단오르기,1,잠실-1(잠실나들목)-11,한강사업본부
986,한강공원(잠실지구),잠실나들목,허리돌리기,1,잠실-1(잠실나들목)-12,한강사업본부
987,한강공원(잠실지구),잠실나들목,역기밀기,1,잠실-1(잠실나들목)-13,한강사업본부
988,한강공원(잠실지구),잠실나들목,온몸근육풀기,1,잠실-1(잠실나들목)-14,한강사업본부
989,한강공원(잠실지구),수영장 옆,어깨근육풀기,1,잠실-2(수영장 옆)-1,한강사업본부
990,한강공원(잠실지구),수영장 옆,역기내리기,1,잠실-2(수영장 옆)-2,한강사업본부
991,한강공원(잠실지구),수영장 옆,마라톤운동,1,잠실-2(수영장 옆)-3,한강사업본부
992,한강공원(잠실지구),수영장 옆,윗몸일으켜기,1,잠실-2(수영장 옆)-4,한강사업본부
993,한강공원(잠실지구),수영장 옆,레그프레스,1,잠실-2(수영장 옆)-5,한강사업본부
994,한강공원(잠실지구),수영장 옆,허리돌리기,1,잠실-2(수영장 옆)-6,한강사업본부
995,한강공원(잠실지구),수영장 옆,허리돌리기,1,잠실-2(수영장 옆)-7,한강사업본부
996,한강공원(잠실지구),수영장 옆,등허리지압,1,잠실-2(수영장 옆)-8,한강사업본부
997,한강공원(잠실지구),수영장 옆,역기올리기,1,잠실-2(수영장 옆)-9,한강사업본부
998,한강공원(잠실지구),수영장 옆,하체흔들기,1,잠실-2(수영장 옆)-10,한강사업본부
999,한강공원(잠실지구),수영장 옆,온몸근육풀기,1,잠실-2(수영장 옆)-11,한강사업본부
1000,한강공원(잠실지구),수영장 옆,하체흔들기,1,잠실-2(수영장 옆)-12,한강사업본부
1001,한강공원(잠실지구),수영장 옆,공중걷기,1,잠실-2(수영장 옆)-13,한강사업본부
1002,한강공원(잠실지구),수영장 옆,철봉,1,잠실-2(수영장 옆)-14,한강사업본부
1003,한강공원(잠실지구),수영장 옆,평행봉,1,잠실-2(수영장 옆)-15,한강사업본부
1004,한강공원(잠실지구),잠실대교 하부,허리돌리기,1,잠실-3(잠실대교 하부)-1,한강사업본부
1005,한강공원(잠실지구),잠실대교 하부,역기내리기,1,잠실-3(잠실대교 하부)-2,한강사업본부
1006,한강공원(잠실지구),잠실대교 하부,역기올리기,1,잠실-3(잠실대교 하부)-3,한강사업본부
1007,한강공원(잠실지구),잠실대교 하부,마라톤운동,1,잠실-3(잠실대교 하부)-4,한강사업본부
1008,한강공원(잠실지구),잠실대교 하부,공중걷기,1,잠실-3(잠실대교 하부)-5,한강사업본부
1009,한강공원(뚝섬지구),자양중앙나들목,온몸근육풀기,1,뚝섬-1(자양중앙나들목)-1,한강사업본부
1010,한강공원(뚝섬지구),자양중앙나들목,윗몸일으켜기,1,뚝섬-1(자양중앙나들목)-2,한강사업본부
1011,한강공원(뚝섬지구),자양중앙나들목,공중걷기,1,뚝섬-1(자양중앙나들목)-3,한강사업본부
1012,한강공원(뚝섬지구),자양중앙나들목,허리돌리기,1,뚝섬-1(자양중앙나들목)-4,한강사업본부
1013,한강공원(뚝섬지구),자양중앙나들목,역기(10kg),1,뚝섬-1(자양중앙나들목)-5,한강사업본부
1014,한강공원(뚝섬지구),자양중앙나들목,역기내리기,1,뚝섬-1(자양중앙나들목)-6,한강사업본부
1015,한강공원(뚝섬지구),자양중앙나들목,역기(15kg),1,뚝섬-1(자양중앙나들목)-7,한강사업본부
1016,한강공원(뚝섬지구),자양중앙나들목,역기(17.5kg),1,뚝섬-1(자양중앙나들목)-8,한강사업본부
1017,한강공원(뚝섬지구),자양중앙나들목,역기(10kg),1,뚝섬-1(자양중앙나들목)-9,한강사업본부
1018,한강공원(뚝섬지구),자양중앙나들목,역기,1,뚝섬-1(자양중앙나들목)-10,한강사업본부
1019,한강공원(뚝섬지구),자양중앙나들목,철봉,1,뚝섬-1(자양중앙나들목)-11,한강사업본부
1020,한강공원(뚝섬지구),자양중앙나들목,평행봉,1,뚝섬-1(자양중앙나들목)-12,한강사업본부
1021,한강공원(뚝섬지구),자양중앙나들목,거꾸리,1,뚝섬-1(자양중앙나들목)-13,한강사업본부
1022,한강공원(뚝섬지구),자양중앙나들목,허리돌리기,1,뚝섬-1(자양중앙나들목)-14,한강사업본부
1023,한강공원(뚝섬지구),자양중앙나들목,레그프레스,1,뚝섬-1(자양중앙나들목)-15,한강사업본부
1024,한강공원(뚝섬지구),자양중앙나들목,역기올리기,1,뚝섬-1(자양중앙나들목)-16,한강사업본부
1025,한강공원(뚝섬지구),자양중앙나들목,하체흔들기,1,뚝섬-1(자양중앙나들목)-17,한강사업본부
1026,한강공원(뚝섬지구),군부대옆,허리돌리기,1,뚝섬-2(군부대옆)-1,한강사업본부
1027,한강공원(뚝섬지구),군부대옆,하체흔들기,1,뚝섬-2(군부대옆)-2,한강사업본부
1028,한강공원(뚝섬지구),군부대옆,레그프레스,1,뚝섬-2(군부대옆)-3,한강사업본부
1029,한강공원(뚝섬지구),군부대옆,공중걷기,1,뚝섬-2(군부대옆)-4,한강사업본부
1030,한강공원(뚝섬지구),군부대옆,온몸근육풀기,1,뚝섬-2(군부대옆)-5,한강사업본부
1031,한강공원(뚝섬지구),군부대옆,레그익스텐션,1,뚝섬-2(군부대옆)-6,한강사업본부
1032,한강공원(뚝섬지구),군부대옆,역기올리기,1,뚝섬-2(군부대옆)-7,한강사업본부
1033,한강공원(뚝섬지구),군부대옆,역기내리기,1,뚝섬-2(군부대옆)-8,한강사업본부
1034,한강공원(뚝섬지구),광남고입구,마라톤운동,1,뚝섬-3(광남고입구)-1,한강사업본부
1035,한강공원(뚝섬지구),광남고입구,싸이클(좌식),1,뚝섬-3(광남고입구)-2,한강사업본부
1036,한강공원(뚝섬지구),광남고입구,싸이클(입식),1,뚝섬-3(광남고입구)-3,한강사업본부
1037,한강공원(뚝섬지구),광남고입구,등허리펴기,1,뚝섬-3(광남고입구)-4,한강사업본부
1038,한강공원(뚝섬지구),광남고입구,역기올리기,1,뚝섬-3(광남고입구)-5,한강사업본부
1039,한강공원(뚝섬지구),광남고입구,역기내리기,1,뚝섬-3(광남고입구)-6,한강사업본부
1040,한강공원(뚝섬지구),광남고입구,레그프레스,1,뚝섬-3(광남고입구)-7,한강사업본부
1041,한강공원(뚝섬지구),광남고입구,윗몸일으켜기,1,뚝섬-3(광남고입구)-8,한강사업본부
1042,한강공원(뚝섬지구),광남고입구,허리돌리기,1,뚝섬-3(광남고입구)-9,한강사업본부
1043,한강공원(뚝섬지구),광남고입구,하체흔들기,1,뚝섬-3(광남고입구)-10,한강사업본부
1044,한강공원(뚝섬지구),광남고입구,상체근육풀기,1,뚝섬-3(광남고입구)-11,한강사업본부
1045,한강공원(뚝섬지구),광남고입구,체어풀,1,뚝섬-3(광남고입구)-12,한강사업본부
1046,한강공원(뚝섬지구),광남고입구,하늘걷기,1,뚝섬-3(광남고입구)-13,한강사업본부
1047,한강공원(뚝섬지구),강변나들목,철봉기구,1,뚝섬-4(강변나들목)-1,한강사업본부
1048,한강공원(뚝섬지구),강변나들목,하체흔들기,1,뚝섬-4(강변나들목)-2,한강사업본부
1049,한강공원(뚝섬지구),강변나들목,등허리지압,1,뚝섬-4(강변나들목)-3,한강사업본부
1050,한강공원(뚝섬지구),강변나들목,하늘걷기,1,뚝섬-4(강변나들목)-4,한강사업본부
1051,한강공원(뚝섬지구),강변나들목,마라톤운동,1,뚝섬-4(강변나들목)-5,한강사업본부
1052,한강공원(뚝섬지구),강변나들목,평행봉기구,1,뚝섬-4(강변나들목)-6,한강사업본부
1053,한강공원(뚝섬지구),강변나들목,체어풀,1,뚝섬-4(강변나들목)-7,한강사업본부
1054,한강공원(뚝섬지구),강변나들목,허리돌리기,1,뚝섬-4(강변나들목)-8,한강사업본부
1055,한강공원(뚝섬지구),강변나들목,역기올리기,1,뚝섬-4(강변나들목)-9,한강사업본부
1056,한강공원(뚝섬지구),강변나들목,레그프레스,1,뚝섬-4(강변나들목)-10,한강사업본부
1057,한강공원(뚝섬지구),구위취수장,하체흔들기,1,뚝섬-5(구위취수장)-1,한강사업본부
1058,한강공원(뚝섬지구),구위취수장,계단오르기,1,뚝섬-5(구위취수장)-2,한강사업본부
1059,한강공원(뚝섬지구),구위취수장,마라톤기구,1,뚝섬-5(구위취수장)-3,한강사업본부
1060,한강공원(뚝섬지구),구위취수장,역기내리기,1,뚝섬-5(구위취수장)-4,한강사업본부
1061,한강공원(뚝섬지구),구위취수장,공중걷기,1,뚝섬-5(구위취수장)-5,한강사업본부
1062,한강공원(뚝섬지구),구위취수장,역기내리기,1,뚝섬-5(구위취수장)-6,한강사업본부
1063,한강공원(뚝섬지구),구위취수장,마라톤기구,1,뚝섬-5(구위취수장)-7,한강사업본부
1064,한강공원(뚝섬지구),구위취수장,레그프레스,1,뚝섬-5(구위취수장)-8,한강사업본부
1065,한강공원(뚝섬지구),구위취수장,온몸근육풀기,1,뚝섬-5(구위취수장)-9,한강사업본부
1066,한강공원(뚝섬지구),천호대교상류,윗몸+레그프레스,1,뚝섬-6(천호대교상류)-1,한강사업본부
1067,한강공원(뚝섬지구),천호대교상류,허리+체어풀,1,뚝섬-6(천호대교상류)-2,한강사업본부
1068,한강공원(뚝섬지구),천호대교상류,역기내리기,1,뚝섬-6(천호대교상류)-3,한강사업본부
1069,한강공원(뚝섬지구),천호대교상류,공중걷기,1,뚝섬-6(천호대교상류)-4,한강사업본부
1070,한강공원(뚝섬지구),천호대교상류,역기(10kg),1,뚝섬-6(천호대교상류)-5,한강사업본부
1071,한강공원(뚝섬지구),천호대교상류,평행봉,1,뚝섬-6(천호대교상류)-6,한강사업본부
1072,한강공원(뚝섬지구),천호대교상류,상체근육풀기,1,뚝섬-6(천호대교상류)-7,한강사업본부
1073,한강공원(뚝섬지구),천호대교상류,역기올리기,1,뚝섬-6(천호대교상류)-8,한강사업본부
1074,한강공원(뚝섬지구),천호대교상류,등허리지압+마라톤,1,뚝섬-6(천호대교상류)-9,한강사업본부
1075,한강공원(뚝섬지구),천호대교상류,철봉,1,뚝섬-6(천호대교상류)-10,한강사업본부
1076,한강공원(뚝섬지구),천호대교상류,양팔줄당기기,1,뚝섬-6(천호대교상류)-11,한강사업본부
1077,한강공원(뚝섬지구),천호대교상류,양팔줄당기기,1,뚝섬-6(천호대교상류)-12,한강사업본부
1078,한강공원(뚝섬지구),천호대교상류,양팔줄+하체흔들기,1,뚝섬-6(천호대교상류)-13,한강사업본부
1079,한강공원(뚝섬지구),천호대교상류,허리+하체흔들기,1,뚝섬-6(천호대교상류)-14,한강사업본부
1080,한강공원(뚝섬지구),천호대교상류,공중+상체근육풀기,1,뚝섬-6(천호대교상류)-15,한강사업본부
1081,한강공원(뚝섬지구),천호대교하부,허리돌리기,1,뚝섬-7(천호대교 하부)-1,한강사업본부
1082,한강공원(뚝섬지구),천호대교하부,역기내리기,1,뚝섬-7(천호대교 하부)-2,한강사업본부
1083,한강공원(뚝섬지구),천호대교하부,상체근육풀기,1,뚝섬-7(천호대교 하부)-3,한강사업본부
1084,한강공원(뚝섬지구),올림픽대교,허리돌리기,1,뚝섬-8(올림픽대교)-1,한강사업본부
1085,한강공원(뚝섬지구),올림픽대교,상체근육풀기,1,뚝섬-8(올림픽대교)-2,한강사업본부
1086,한강공원(뚝섬지구),올림픽대교,하체흔들기,1,뚝섬-8(올림픽대교)-3,한강사업본부
1087,한강공원(뚝섬지구),올림픽대교,체스트프레스,1,뚝섬-8(올림픽대교)-4,한강사업본부
1088,한강공원(뚝섬지구),올림픽대교,체어풀,1,뚝섬-8(올림픽대교)-5,한강사업본부
1089,한강공원(뚝섬지구),올림픽대교,역기(10kg),1,뚝섬-8(올림픽대교)-6,한강사업본부
1090,한강공원(뚝섬지구),올림픽대교,평행봉,1,뚝섬-8(올림픽대교)-7,한강사업본부
1091,한강공원(뚝섬지구),올림픽대교,윗몸일으켜기,1,뚝섬-8(올림픽대교)-8,한강사업본부
1092,한강공원(뚝섬지구),잠실철교,윗몸+레그프레스,1,뚝섬-9(잠실철교)-1,한강사업본부
1093,한강공원(뚝섬지구),잠실철교,등허리+달리기,1,뚝섬-9(잠실철교)-2,한강사업본부
1094,한강공원(뚝섬지구),잠실철교,공중걷기,1,뚝섬-9(잠실철교)-3,한강사업본부
1095,한강공원(뚝섬지구),잠실철교,역기내리기,1,뚝섬-9(잠실철교)-4,한강사업본부
1096,한강공원(뚝섬지구),잠실철교,체어풀,1,뚝섬-9(잠실철교)-5,한강사업본부
1097,한강공원(뚝섬지구),잠실철교,상체근육풀기,1,뚝섬-9(잠실철교)-6,한강사업본부
1098,한강공원(뚝섬지구),잠실철교,체어풀+허리,1,뚝섬-9(잠실철교)-7,한강사업본부
1099,한강공원(뚝섬지구),잠실철교,하체+허리,1,뚝섬-9(잠실철교)-8,한강사업본부
1100,한강공원(뚝섬지구),잠실대교,윗몸일으켜기,1,뚝섬-10(잠실대교)-1,한강사업본부
1101,한강공원(뚝섬지구),잠실대교,계단오르기,1,뚝섬-10(잠실대교)-2,한강사업본부
1102,한강공원(뚝섬지구),잠실대교,싸이클,1,뚝섬-10(잠실대교)-3,한강사업본부
1103,한강공원(뚝섬지구),잠실대교,등허리지압,1,뚝섬-10(잠실대교)-4,한강사업본부
1104,한강공원(뚝섬지구),잠실대교,상체근육풀기,1,뚝섬-10(잠실대교)-5,한강사업본부
1105,한강공원(뚝섬지구),잠실대교,역기내리기,1,뚝섬-10(잠실대교)-6,한강사업본부
1106,한강공원(뚝섬지구),잠실대교,마라톤운동,1,뚝섬-10(잠실대교)-7,한강사업본부
1107,한강공원(뚝섬지구),잠실대교,레그프레스,1,뚝섬-10(잠실대교)-8,한강사업본부
1108,한강공원(뚝섬지구),잠실대교,온몸근육풀기,1,뚝섬-10(잠실대교)-9,한강사업본부
1109,한강공원(뚝섬지구),잠실대교,하체흔들기,1,뚝섬-10(잠실대교)-10,한강사업본부
1110,한강공원(뚝섬지구),잠실대교,역기올리기,1,뚝섬-10(잠실대교)-11,한강사업본부
1111,한강공원(뚝섬지구),잠실대교,체어풀,1,뚝섬-10(잠실대교)-12,한강사업본부
1112,한강공원(뚝섬지구),잠실대교,공중걷기,1,뚝섬-10(잠실대교)-13,한강사업본부
1113,한강공원(뚝섬지구),잠실대교,근육스트레칭,1,뚝섬-10(잠실대교)-14,한강사업본부
1114,한강공원(뚝섬지구),잠실대교,평행봉,1,뚝섬-10(잠실대교)-15,한강사업본부
1115,한강공원(뚝섬지구),잠실대교,평형잡기,1,뚝섬-10(잠실대교)-16,한강사업본부
1116,한강공원(뚝섬지구),잠실대교,멀리뛰기,1,뚝섬-10(잠실대교)-17,한강사업본부
1117,한강공원(뚝섬지구),잠실대교,균형잡기,1,뚝섬-10(잠실대교)-18,한강사업본부
1118,한강공원(뚝섬지구),잠실대교 북쪽,허리돌리기,1,뚝섬-11(잠실대교 북쪽)-1,한강사업본부
1119,한강공원(뚝섬지구),잠실대교 북쪽,철봉,1,뚝섬-11(잠실대교 북쪽)-2,한강사업본부
1120,한강공원(뚝섬지구),잠실대교 북쪽,허리돌리기,1,뚝섬-11(잠실대교 북쪽)-3,한강사업본부
1121,한강공원(뚝섬지구),잠실대교 북쪽,매달리기,1,뚝섬-11(잠실대교 북쪽)-4,한강사업본부
1122,한강공원(뚝섬지구),잠실대교 북쪽,허리돌리기,1,뚝섬-11(잠실대교 북쪽)-5,한강사업본부
1123,한강공원(뚝섬지구),잠실대교 북쪽,다리벌리기,1,뚝섬-11(잠실대교 북쪽)-6,한강사업본부
1124,한강공원(뚝섬지구),잠실대교 북쪽,윗몸일으켜기,1,뚝섬-11(잠실대교 북쪽)-7,한강사업본부
1125,한강공원(뚝섬지구),잠실대교 북쪽,림보,1,뚝섬-11(잠실대교 북쪽)-8,한강사업본부
1126,한강공원(뚝섬지구),잠실대교 북쪽,좌우뛰기,1,뚝섬-11(잠실대교 북쪽)-9,한강사업본부
1127,한강공원(뚝섬지구),잠실대교 북쪽,평행봉,1,뚝섬-11(잠실대교 북쪽)-10,한강사업본부
1128,한강공원(뚝섬지구),잠실대교 북쪽,평행봉기구,1,뚝섬-11(잠실대교 북쪽)-11,한강사업본부
1129,한강공원(뚝섬지구),잠실대교 북쪽,평행봉기구,1,뚝섬-11(잠실대교 북쪽)-12,한강사업본부
1130,한강공원(뚝섬지구),잠실대교 북쪽,역기(10kg),1,뚝섬-11(잠실대교 북쪽)-13,한강사업본부
1131,한강공원(뚝섬지구),잠실대교 북쪽,역기(5kg),1,뚝섬-11(잠실대교 북쪽)-14,한강사업본부
